ID	gene_name	Systematic ID	gRNA_cluster_order1	Source	time_points	Status	A	um	lam	t10	t50	t90	t_window	t_inflection	y_inflection	auc	AIC	BIC	R2	RMSE	normalized_RMSE	M_G0Tet	M_YES1_Tet	M_YES2_Tet	M_YES3_Tet	M_YES4_Tet	M_YES5_Tet	M_G0Tet_fitted	M_YES1_Tet_fitted	M_YES2_Tet_fitted	M_YES3_Tet_fitted	M_YES4_Tet_fitted	M_YES5_Tet_fitted	M_G0Tet_residual	M_YES1_Tet_residual	M_YES2_Tet_residual	M_YES3_Tet_residual	M_YES4_Tet_residual	M_YES5_Tet_residual	gRNA_cluster_order1
SPBC725.04_12	hac1	SPBC725.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.143	0.024	0.0	0.364	3.001	7.138	6.773	2.196	0.053	1.897	-38.745	-39.369	0.785434	0.024	0.144443	0.0	0.127	0.124	0.107	0.13	0.166	0.009	0.087	0.127	0.14	0.143	0.143	-0.009	0.04	-0.003	-0.033	-0.013	0.023	1
SPCC1259.09c_78	pdx1	SPCC1259.09c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.188	0.025	0.0	0.455	3.744	8.905	8.451	2.74	0.069	2.324	-40.545	-41.169	0.907513	0.021	0.097393	0.0	0.116	0.141	0.143	0.191	0.212	0.012	0.093	0.15	0.176	0.184	0.187	-0.012	0.023	-0.009	-0.033	0.007	0.025	1
SPAP7G5.03_74	prm1	SPAP7G5.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.127	0.021	-0.0	0.364	3.001	7.138	6.773	2.196	0.047	1.673	-26.437	-27.062	0.080739	0.067	0.351399	0.0	0.191	0.161	0.143	0.096	0.025	0.008	0.076	0.112	0.123	0.126	0.126	-0.008	0.115	0.049	0.02	-0.03	-0.101	1
SPCC1020.10_34	oca2	SPCC1020.10	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.119	0.02	0.0	0.364	3.001	7.138	6.773	2.196	0.044	1.575	-29.332	-29.957	0.292793	0.053	0.311055	0.0	0.142	0.167	0.056	0.077	0.169	0.008	0.072	0.105	0.116	0.118	0.119	-0.008	0.07	0.062	-0.06	-0.041	0.05	1
SPBC16G5.13_10	ptf2	SPBC16G5.13	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.26	0.031	0.0	0.508	4.185	9.954	9.445	3.062	0.096	3.087	-42.194	-42.819	0.963939	0.018	0.067137	0.0	0.109	0.185	0.26	0.268	0.23	0.017	0.116	0.194	0.237	0.252	0.257	-0.017	-0.007	-0.009	0.023	0.016	-0.027	1
SPAC1071.06_41	arp9	SPAC1071.06	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	4.296	0.255	2.896	3.924	11.355	23.017	19.093	9.087	1.58	24.604	-18.019	-18.643	0.986371	0.135	0.039849	0.0	0.515	1.092	1.694	2.523	3.391	0.056	0.395	1.015	1.886	2.651	3.21	-0.056	0.12	0.077	-0.192	-0.128	0.181	2
SPBC1539.08_31	arf6	SPBC1539.08	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.152	0.073	0.0	0.965	7.947	18.903	17.938	5.816	0.424	9.558	-31.54	-32.165	0.98355	0.044	0.043761	0.0	0.309	0.475	0.767	0.841	1.001	0.076	0.273	0.496	0.725	0.886	0.988	-0.076	0.036	-0.021	0.042	-0.045	0.013	1
SPCC4B3.02c_19	got1	SPCC4B3.02c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.028	0.002	0.0	1.002	8.246	19.615	18.613	6.035	-0.01	-0.003	-33.924	-34.549	-0.128465	0.036	0.376	0.0	0.048	0.058	0.02	-0.016	-0.038	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.048	0.058	0.02	-0.016	-0.038	1
SPCC1742.01_772	gsf2	SPCC1742.01	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.107	-0.018	0.0	0.364	3.001	7.137	6.773	2.196	0.039	0.004	-28.162	-28.787	-1.23073	0.058	0.556689	0.0	-0.086	-0.018	-0.012	-0.039	-0.104	0.007	0.0	0.0	0.0	0.0	0.0	-0.007	-0.086	-0.018	-0.012	-0.039	-0.104	1
SPCC569.01c_36	SPCC569.01c	SPCC569.01c	2	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.497	0.251	-0.0	0.364	3.001	7.138	6.773	2.196	0.551	19.789	-25.947	-26.572	0.982404	0.07	0.047731	0.0	0.995	1.402	1.43	1.462	1.433	0.099	0.905	1.325	1.46	1.488	1.495	-0.099	0.09	0.077	-0.03	-0.026	-0.062	2
SPAC16E8.12c_28	png3	SPAC16E8.12c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.221	0.037	-0.0	0.364	3.001	7.138	6.773	2.196	0.081	2.927	-31.487	-32.112	0.745093	0.044	0.175137	0.0	0.157	0.238	0.126	0.251	0.228	0.015	0.134	0.196	0.216	0.22	0.221	-0.015	0.023	0.042	-0.09	0.031	0.007	1
SPAC2F7.11_128	nrd1	SPAC2F7.11	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.666	0.034	0.0	1.204	9.915	23.584	22.379	7.256	0.245	4.651	-30.674	-31.299	0.93402	0.047	0.086123	0.0	0.092	0.303	0.301	0.405	0.547	0.044	0.13	0.23	0.345	0.439	0.508	-0.044	-0.038	0.073	-0.044	-0.034	0.039	1
SPAC589.05c_12	qng1	SPAC589.05c	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.66	0.446	0.505	0.869	3.505	7.642	6.773	2.701	0.979	33.893	-25.889	-26.514	0.994701	0.07	0.026155	0.0	1.401	2.357	2.6	2.681	2.537	0.087	1.412	2.282	2.578	2.641	2.656	-0.087	-0.011	0.075	0.022	0.04	-0.119	2
SPAC12G12.03_65	cip2	SPAC12G12.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.024	0.094	-0.0	0.668	5.503	13.089	12.421	4.027	0.377	10.721	-24.535	-25.16	0.946846	0.079	0.077328	0.0	0.466	0.615	0.706	0.973	1.015	0.068	0.347	0.621	0.829	0.933	0.981	-0.068	0.119	-0.006	-0.123	0.04	0.034	1
SPBC23G7.14_6	SPBC23G7.14	SPBC23G7.14	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.013	0.002	0.0	0.364	3.001	7.138	6.773	2.196	-0.005	-0.001	-22.053	-22.678	-1.348624	0.097	0.554361	0.0	0.171	0.124	0.09	0.058	-0.003	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.171	0.124	0.09	0.058	-0.003	1
SPBC19F8.06c_91	meu22	SPBC19F8.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.001	0.0	0.0	0.414	3.409	8.109	7.695	2.495	-0.0	-0.0	-32.088	-32.713	-0.001248	0.042	0.313659	0.0	0.077	0.018	-0.033	-0.056	0.003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.077	0.018	-0.033	-0.056	0.003	1
SPAC328.04_143	spg4	SPAC328.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.015	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-24.549	-25.174	-3.148665	0.078	0.73073	0.0	0.107	0.102	0.082	0.084	0.034	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.107	0.102	0.082	0.084	0.034	1
SPAC1093.03_110	fig4	SPAC1093.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.141	0.024	-0.0	0.364	3.001	7.138	6.773	2.196	0.052	1.869	-38.076	-38.701	0.782748	0.025	0.156107	0.0	0.097	0.147	0.142	0.089	0.163	0.009	0.085	0.125	0.138	0.141	0.141	-0.009	0.012	0.022	0.004	-0.052	0.022	1
SPBC1289.15_257	pfl5	SPBC1289.15	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.903	-0.151	-0.0	0.364	3.001	7.138	6.773	2.196	-0.332	-11.938	-20.844	-21.469	0.879953	0.107	0.124748	0.0	-0.783	-0.815	-0.83	-0.856	-0.839	-0.06	-0.546	-0.799	-0.881	-0.898	-0.902	0.06	-0.237	-0.016	0.051	0.042	0.063	1
SPAC1687.19c_99	qtr1	SPAC1687.19c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.079	-0.011	0.0	0.424	3.487	8.295	7.872	2.552	0.029	0.004	-32.001	-32.626	-0.036571	0.042	0.406261	0.0	0.047	0.044	-0.033	-0.057	-0.046	0.005	0.0	0.0	0.0	0.0	0.0	-0.005	0.047	0.044	-0.033	-0.057	-0.046	1
SPBC27B12.07_39	SPBC27B12.07	SPBC27B12.07	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.322	0.016	-0.0	1.204	9.915	23.584	22.379	7.256	0.118	2.249	-31.942	-32.566	0.775273	0.042	0.166859	0.0	0.112	0.123	0.086	0.247	0.254	0.021	0.063	0.111	0.167	0.212	0.245	-0.021	0.049	0.012	-0.081	0.035	0.009	1
SPCC1795.12c_14	SPCC1795.12c	SPCC1795.12c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.012	0.002	0.0	0.364	2.997	7.128	6.764	2.193	-0.005	-0.001	-23.372	-23.997	-3.58071	0.086	0.68461	0.0	0.126	0.105	0.061	0.07	0.096	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.126	0.105	0.061	0.07	0.096	1
SPAC1834.08_247	mak1	SPAC1834.08	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.107	0.018	0.0	0.364	3.001	7.138	6.773	2.196	0.04	1.421	-34.526	-35.151	0.442878	0.034	0.275173	0.0	0.119	0.115	0.047	0.102	0.124	0.007	0.065	0.095	0.105	0.107	0.107	-0.007	0.054	0.02	-0.058	-0.005	0.017	1
SPAC1B3.11c_31	ypt4	SPAC1B3.11c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.235	0.039	-0.0	0.364	3.001	7.138	6.773	2.196	0.086	3.101	-26.286	-26.911	0.436132	0.068	0.232079	0.0	0.292	0.209	0.191	0.236	0.177	0.015	0.142	0.208	0.229	0.233	0.234	-0.015	0.15	0.001	-0.038	0.003	-0.057	1
SPBC1348.04_1_7	SPBC1348.04_1	SPBC1348.04_1	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.345	0.134	4.131	4.744	9.176	16.13	11.386	7.823	0.495	9.541	-29.953	-30.578	0.989965	0.05	0.03836	0.0	-0.043	0.401	0.793	1.059	1.26	0.0	0.064	0.362	0.806	1.091	1.23	0.0	-0.107	0.039	-0.013	-0.032	0.03	1
SPAC1952.16_89	rga9	SPAC1952.16	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.108	0.008	0.0	0.846	6.966	16.57	15.724	5.098	-0.04	-0.01	-26.569	-27.194	-0.152716	0.066	0.33857	0.0	0.113	0.077	0.025	0.009	-0.082	-0.007	-0.0	-0.0	-0.0	-0.0	-0.0	0.007	0.113	0.077	0.025	0.009	-0.082	1
SPCC1183.06_49	ung1	SPCC1183.06	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.19	0.032	-0.0	0.364	3.001	7.138	6.773	2.196	0.07	2.514	-28.731	-29.356	0.481358	0.055	0.238483	0.0	0.223	0.141	0.169	0.127	0.232	0.013	0.115	0.168	0.185	0.189	0.19	-0.013	0.108	-0.027	-0.016	-0.062	0.042	1
SPAPB1A10.14_50	pof15	SPAPB1A10.14	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.108	-0.006	0.0	1.196	9.847	23.422	22.226	7.206	0.04	0.015	-20.108	-20.732	-0.756978	0.114	0.461131	0.0	0.049	-0.069	-0.067	-0.164	-0.197	0.007	0.001	0.0	0.0	0.0	0.0	-0.007	0.048	-0.069	-0.067	-0.164	-0.197	1
SPBC1348.15_4	SPBC1348.15	SPBC1348.15	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.841	-0.141	-0.0	0.364	3.001	7.138	6.773	2.196	-0.309	-11.12	-21.723	-22.347	0.880662	0.099	0.122976	0.0	-0.723	-0.777	-0.761	-0.772	-0.807	-0.055	-0.508	-0.744	-0.82	-0.836	-0.84	0.055	-0.215	-0.033	0.059	0.064	0.033	1
SPAC186.04c_13	SPAC186.04c	SPAC186.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.852	0.046	1.273	2.4	10.548	23.334	20.935	8.061	-0.314	-0.2	-8.956	-9.581	-1.551383	0.288	0.606894	0.0	-0.466	-0.368	-0.329	-0.21	0.007	-0.09	-0.017	-0.002	-0.0	-0.0	-0.0	0.09	-0.449	-0.366	-0.329	-0.21	0.007	1
SPAC5H10.01_49	dgc1	SPAC5H10.01	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.102	-0.016	0.0	0.395	3.248	7.727	7.332	2.377	0.038	0.005	-24.992	-25.617	-2.381832	0.076	0.744841	0.0	-0.101	-0.012	-0.085	-0.097	-0.084	0.007	0.0	0.0	0.0	0.0	0.0	-0.007	-0.101	-0.012	-0.085	-0.097	-0.084	1
SPBC685.04c_13	aps2	SPBC685.04c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.092	-0.015	0.0	0.367	3.021	7.187	6.82	2.211	0.034	0.004	-31.354	-31.978	-0.305532	0.044	0.443612	0.0	0.012	0.035	-0.063	-0.047	-0.065	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	0.012	0.035	-0.063	-0.047	-0.065	1
SPAC29B12.13_4	SPAC29B12.13	SPAC29B12.13	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.178	0.009	0.0	1.199	9.874	23.487	22.288	7.226	-0.065	-0.024	-24.254	-24.879	0.010533	0.08	0.324342	0.0	-0.164	0.04	0.052	0.084	-0.032	-0.012	-0.002	-0.0	-0.0	-0.0	-0.0	0.012	-0.162	0.04	0.052	0.084	-0.032	1
SPAC4D7.03_134	pop2	SPAC4D7.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.424	0.071	-0.0	0.364	3.001	7.138	6.773	2.196	0.156	5.607	-31.785	-32.41	0.914965	0.043	0.098703	0.0	0.331	0.403	0.358	0.396	0.435	0.028	0.256	0.375	0.414	0.422	0.424	-0.028	0.075	0.028	-0.056	-0.026	0.011	1
SPAC806.03c_8	rps2601	SPAC806.03c	2	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.563	0.119	0.0	0.802	6.603	15.706	14.904	4.832	0.575	14.72	-27.837	-28.462	0.986037	0.06	0.040671	0.0	0.484	0.831	1.05	1.353	1.466	0.103	0.442	0.805	1.132	1.328	1.436	-0.103	0.042	0.026	-0.082	0.025	0.03	2
SPAC24H6.04_111	hxk1	SPAC24H6.04	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.111	0.019	0.0	0.364	3.001	7.138	6.773	2.196	0.041	1.466	-33.927	-34.552	0.437628	0.036	0.25467	0.0	0.126	0.117	0.057	0.091	0.141	0.007	0.067	0.098	0.108	0.11	0.111	-0.007	0.059	0.019	-0.051	-0.019	0.03	1
SPAC29B12.11c_10	SPAC29B12.11c	SPAC29B12.11c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.09	-0.015	0.0	0.364	3.0	7.137	6.773	2.196	0.033	0.004	-28.319	-28.943	-0.072357	0.057	0.35597	0.0	-0.121	0.04	0.035	-0.048	0.005	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	-0.121	0.04	0.035	-0.048	0.005	1
SPBP16F5.03c_239	tra1	SPBP16F5.03c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.366	0.019	0.0	1.204	9.915	23.584	22.379	7.256	0.135	2.555	-33.846	-34.471	0.872405	0.036	0.113235	0.0	0.118	0.111	0.132	0.236	0.319	0.024	0.072	0.126	0.189	0.241	0.279	-0.024	0.046	-0.015	-0.057	-0.005	0.04	1
SPCC16C4.07_53	scw1	SPCC16C4.07	2	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	2.336	0.129	1.551	2.661	10.686	23.28	20.619	8.236	0.86	14.792	-23.908	-24.533	0.982575	0.083	0.044051	0.0	0.361	0.681	1.128	1.346	1.878	0.076	0.326	0.678	1.12	1.492	1.764	-0.076	0.035	0.003	0.008	-0.146	0.114	2
SPAC9E9.11_20	plr1	SPAC9E9.11	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.141	0.022	0.0	0.392	3.229	7.681	7.289	2.363	-0.052	-0.006	-28.945	-29.57	-0.004906	0.054	0.314846	0.0	0.106	0.018	-0.025	-0.032	-0.067	-0.009	-0.0	-0.0	-0.0	-0.0	-0.0	0.009	0.106	0.018	-0.025	-0.032	-0.067	1
SPAC4G9.14_17	sym1	SPAC4G9.14	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.394	0.047	0.0	0.513	4.22	10.038	9.525	3.088	-0.145	-0.023	-29.684	-30.309	-0.053127	0.051	0.352552	0.0	0.098	0.004	-0.043	-0.047	-0.036	-0.026	-0.0	-0.0	-0.0	-0.0	-0.0	0.026	0.098	0.004	-0.043	-0.047	-0.036	1
SPAC17G6.05c_120	bro1	SPAC17G6.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.305	0.015	0.001	1.205	9.914	23.581	22.376	7.255	0.112	2.134	-45.938	-46.562	0.973373	0.013	0.05816	0.0	0.047	0.109	0.176	0.19	0.227	0.02	0.06	0.106	0.158	0.201	0.233	-0.02	-0.013	0.003	0.018	-0.011	-0.006	1
SPBC685.02_58	exo5	SPBC685.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.026	0.003	0.0	0.567	4.669	11.105	10.538	3.416	-0.009	-0.002	-31.781	-32.406	-0.828537	0.043	0.496773	0.0	0.051	0.068	0.016	0.057	-0.018	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.051	0.068	0.016	0.057	-0.018	1
SPBC19F5.01c_45	puc1	SPBC19F5.01c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.034	0.003	0.0	0.727	5.982	14.229	13.502	4.378	-0.013	-0.003	-38.732	-39.356	-0.252416	0.024	0.372925	0.0	0.055	0.007	0.015	-0.004	-0.009	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.055	0.007	0.015	-0.004	-0.009	1
SPAC23H3.11c_135	SPAC23H3.11c	SPAC23H3.11c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.034	0.006	-0.0	0.364	3.001	7.138	6.773	2.196	-0.013	-0.001	-34.418	-35.043	-0.484793	0.034	0.375168	0.0	0.075	0.017	0.02	0.024	-0.017	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.075	0.017	0.02	0.024	-0.017	1
SPCC338.05c_17	mms2	SPCC338.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.279	0.047	-0.0	0.364	3.001	7.138	6.773	2.196	0.103	3.689	-32.242	-32.867	0.840545	0.041	0.133622	0.0	0.193	0.309	0.202	0.261	0.295	0.018	0.169	0.247	0.272	0.277	0.279	-0.018	0.024	0.062	-0.07	-0.016	0.016	1
SPAC3G9.05_52	spa2	SPAC3G9.05	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.224	0.038	-0.0	0.364	3.001	7.138	6.773	2.196	0.082	2.963	-31.632	-32.257	0.703285	0.043	0.183873	0.0	0.236	0.177	0.207	0.218	0.206	0.015	0.135	0.198	0.219	0.223	0.224	-0.015	0.101	-0.021	-0.012	-0.005	-0.018	1
SPBC1348.03_20	ftm6	SPBC1348.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	1.788	0.128	5.709	6.564	12.754	22.466	15.902	10.864	0.658	7.892	-26.345	-26.97	0.982705	0.068	0.04669	0.0	-0.095	0.226	0.606	0.909	1.351	0.0	0.032	0.2	0.585	0.992	1.297	0.0	-0.127	0.026	0.021	-0.083	0.054	1
SPBC6B1.02_19	ppk30	SPBC6B1.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.085	-0.014	0.0	0.364	3.001	7.138	6.773	2.196	0.031	0.003	-28.377	-29.002	-0.066302	0.057	0.323991	0.0	0.094	-0.01	-0.042	-0.045	-0.082	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	0.094	-0.01	-0.042	-0.045	-0.082	1
SPBC1348.10c_53	SPBC1348.10c	SPBC1348.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.443	0.056	4.016	4.499	7.994	13.48	8.981	6.927	0.163	3.637	-27.306	-27.931	0.909065	0.062	0.106051	0.0	-0.117	0.16	0.332	0.353	0.471	0.0	0.021	0.157	0.323	0.4	0.428	0.0	-0.138	0.003	0.009	-0.047	0.043	1
SPCC1183.10_43	wtf10	SPCC1183.10	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.499	-0.084	-0.0	0.364	3.001	7.138	6.773	2.196	-0.184	-6.603	-30.022	-30.646	0.916295	0.05	0.098347	0.0	-0.402	-0.447	-0.505	-0.461	-0.453	-0.033	-0.302	-0.442	-0.487	-0.497	-0.499	0.033	-0.1	-0.005	-0.018	0.036	0.046	1
SPAC4C5.03_23	SPAC4C5.03	SPAC4C5.03	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.289	0.038	0.0	0.465	3.827	9.102	8.637	2.8	-0.106	-0.015	-29.86	-30.485	-0.025858	0.05	0.304082	0.0	0.08	0.026	-0.017	-0.013	-0.086	-0.019	-0.0	-0.0	-0.0	-0.0	-0.0	0.019	0.08	0.026	-0.017	-0.013	-0.086	1
SPAP8A3.05_62	ski7	SPAP8A3.05	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.208	0.035	-0.0	0.364	3.001	7.138	6.773	2.196	0.076	2.744	-38.088	-38.712	0.887119	0.025	0.11169	0.0	0.142	0.217	0.164	0.185	0.227	0.014	0.125	0.184	0.202	0.206	0.207	-0.014	0.017	0.033	-0.038	-0.021	0.02	1
SPBC1861.07_6	elc1	SPBC1861.07	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.022	0.004	0.0	0.376	3.098	7.37	6.994	2.267	-0.008	-0.001	-26.685	-27.31	-2.308475	0.066	0.614618	0.0	0.087	0.059	0.023	0.053	0.107	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.087	0.059	0.023	0.053	0.107	1
SPAC1952.09c_43	ach1	SPAC1952.09c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.151	0.025	0.0	0.364	3.001	7.138	6.773	2.196	0.055	1.994	-24.17	-24.794	0.235277	0.081	0.280178	0.0	0.198	0.1	0.104	0.074	0.289	0.01	0.091	0.134	0.147	0.15	0.151	-0.01	0.107	-0.034	-0.043	-0.076	0.138	1
SPCC1494.05c_159	ubp12	SPCC1494.05c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.128	0.021	0.0	0.365	3.001	7.138	6.773	2.196	0.047	1.696	-36.94	-37.564	0.71239	0.028	0.178497	0.0	0.088	0.143	0.073	0.12	0.156	0.008	0.078	0.114	0.125	0.128	0.128	-0.008	0.01	0.029	-0.052	-0.008	0.028	1
SPCC4B3.12_46	set9	SPCC4B3.12	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.259	0.013	0.0	1.204	9.915	23.584	22.379	7.256	0.095	1.806	-28.042	-28.666	0.681781	0.059	0.195328	0.0	0.022	0.013	0.091	0.135	0.3	0.017	0.051	0.089	0.134	0.17	0.197	-0.017	-0.029	-0.076	-0.043	-0.035	0.103	1
SPAC26H5.10c_17	tif51	SPAC26H5.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.21	0.011	0.0	1.204	9.915	23.584	22.379	7.256	-0.077	-0.029	-33.898	-34.523	-0.097391	0.036	0.372822	0.0	-0.082	0.009	-0.027	0.013	0.014	-0.014	-0.002	-0.0	-0.0	-0.0	-0.0	0.014	-0.08	0.009	-0.027	0.013	0.014	1
SPAC4G9.02_20	rnh201	SPAC4G9.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.117	0.02	0.0	0.364	3.001	7.138	6.773	2.196	0.043	1.551	-31.901	-32.526	0.409341	0.042	0.233484	0.0	0.119	0.098	0.065	0.075	0.182	0.008	0.071	0.104	0.114	0.117	0.117	-0.008	0.048	-0.006	-0.049	-0.042	0.065	1
SPAC3A11.10c_86	dpe1	SPAC3A11.10c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.028	0.004	0.0	0.382	3.143	7.475	7.093	2.3	-0.01	-0.001	-32.162	-32.786	-0.339681	0.042	0.357753	0.0	0.094	0.022	0.018	-0.022	0.013	-0.002	-0.0	-0.0	-0.0	-0.0	-0.0	0.002	0.094	0.022	0.018	-0.022	0.013	1
SPAC4A8.06c_78	SPAC4A8.06c	SPAC4A8.06c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.016	0.003	0.0	0.364	3.001	7.138	6.773	2.196	-0.006	-0.001	-23.462	-24.087	-1.999974	0.086	0.594808	0.0	0.144	0.093	0.015	0.07	0.098	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.144	0.093	0.015	0.07	0.098	1
SPBC1271.01c_54	pof13	SPBC1271.01c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.022	0.004	-0.0	0.364	2.999	7.133	6.768	2.194	-0.008	-0.001	-27.913	-28.538	-3.219667	0.059	0.636439	0.0	0.052	0.093	0.043	0.049	0.074	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.052	0.093	0.043	0.049	0.074	1
SPAC977.08_16	ayr2	SPAC977.08	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.07	-0.01	0.0	0.438	3.605	8.574	8.136	2.638	0.026	0.003	-18.822	-19.446	-0.065267	0.126	0.339493	0.0	-0.281	-0.072	0.051	0.091	0.024	0.005	0.0	0.0	0.0	0.0	0.0	-0.005	-0.281	-0.072	0.051	0.091	0.024	1
SPBC31F10.02_21	the13	SPBC31F10.02	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	0.097	-0.016	0.0	0.364	3.001	7.138	6.773	2.196	0.036	0.004	-33.982	-34.606	-0.744908	0.036	0.5046	0.0	0.003	-0.01	-0.068	-0.053	-0.011	0.006	0.0	0.0	0.0	0.0	0.0	-0.006	0.003	-0.01	-0.068	-0.053	-0.011	1
SPAC688.12c_9	SPAC688.12c	SPAC688.12c	1	nan	0.0,3.703,6.816,10.292,13.594,16.723	Success	-0.017	0.003	0.0	0.364	2.999	7.134	6.77	2.195	-0.006	-0.001	-23.604	-24.229	-1.428801	0.085	0.577589	0.0	0.147	0.126	0.054	0.053	0.011	-0.001	-0.0	-0.0	-0.0	-0.0	-0.0	0.001	0.147	0.126	0.054	0.053	0.011	1
SPBC725.12_4	nbl1	SPBC725.12	5	YES	0.0,3.703,6.816,10.292,13.594,16.723	Success	11.417	1.109	1.987	2.616	7.164	14.301	11.686	5.776	4.2	102.312	-9.817	-10.442	0.99559	0.268	0.02532	0.0	2.121	5.299	8.198	10.571	10.503	0.116	2.028	5.34	8.428	10.056	10.8	-0.116	0.093	-0.041	-0.23	0.515	-0.297	5
